Lat,Long,pref_name_for_society,soc_id,Community marriage organization,Cousin marriages permitted,Cousin marriages permitted: subtypes,Cousin marriages preferred,Cousin marriages preferred: subtypes,Domestic organization,Marital composition: monogamy and polygamy,Marital residence with kin: alternate,Marital residence with kin: change after first years,Marital residence with kin: first years,Marital residence with kin: prevailing pattern,Organization of clan communities,Transactions at marriage: alternate type,Transactions at marriage: prevailing type,Transfer of residence at marriage: alternate,Transfer of residence at marriage: prevailing pattern,Community marriage organization_numeric,Cousin marriages permitted_numeric,Cousin marriages permitted: subtypes_numeric,Cousin marriages preferred_numeric,Cousin marriages preferred: subtypes_numeric,Domestic organization_numeric,Marital composition: monogamy and polygamy_numeric,Marital residence with kin: alternate_numeric,Marital residence with kin: change after first years_numeric,Marital residence with kin: first years_numeric,Marital residence with kin: prevailing pattern_numeric,Organization of clan communities_numeric,Transactions at marriage: alternate type_numeric,Transactions at marriage: prevailing type_numeric,Transfer of residence at marriage: alternate_numeric,Transfer of residence at marriage: prevailing pattern_numeric
4.0,-66.0,Sanema,Sd8,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,5,4,1,7,4,0,3,6,0,10,2,2,4,0,2,0
4.0,-63.0,Shiriana,Sd6,Demes,Cross-cousin,Duolateral,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,Token bride-wealth,Bride-service,No alternate,Husband to wife,2,1,0,7,4,0,0,6,1,10,10,2,5,0,2,1
4.0,-59.0,Macushi,Sc12,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Different,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Husband to wife,0,1,0,3,0,2,0,5,0,10,10,2,4,0,0,1
4.0,-56.0,Saramaccan ,Sc6,"Segmented, no exogamy",Trilateral,Trilateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Uxorilocal,Same,Avunculocal,Avunculocal,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Wife to husband,5,10,6,7,4,6,4,9,1,5,5,2,0,1,1,3
4.0,11.0,Koko,Ae53,Clans,Matrilateral cross only,Unilateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,3,7,7,4,6,4,6,1,8,8,0,4,1,2,3
4.0,31.0,Kakwa,Aj14,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Different,Uxorilocal,Patrilocal,Clans,Bride-service,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,6,4,6,0,10,8,0,0,1,2,3
4.0,31.0,Pojulu,Aj13,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,Bride-service,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,6,4,6,1,8,8,0,0,1,2,3
4.0,32.0,Kuku,Aj15,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,Bride-service,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,6,4,6,1,8,8,0,0,1,2,3
4.0,33.0,Lotuko,Aj12,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,6,4,6,0,10,8,2,4,1,2,3
4.0,35.0,Turkana,Aj5,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,3,5,2,7,4,7,4,5,1,8,8,2,4,1,0,3
4.0,102.0,Senoi,Ej14,Agamous,No first cousins,No first cousins,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,0,4,1,7,4,0,0,6,1,2,2,2,4,4,2,0
4.22,9.27,Kpe,Ae2,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Avunculocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,5,2,7,4,6,4,3,1,8,8,2,4,1,2,3
5.0,-69.0,Guahibo,Sc4,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Bride-service,No alternate,Husband to wife,0,1,0,3,0,7,0,6,1,10,10,2,4,0,2,1
5.0,-67.0,Piaroa,Sc8,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,3,1,0,3,0,2,0,6,1,10,10,2,4,4,2,1
5.0,-66.0,Yabarana,Sc7,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Different,Uxorilocal,Ambi-uxo,No exogamous clans,No alternate,Bride-service,Wife to husband,Ambi/neo-local,3,1,0,3,0,2,0,10,0,10,0,2,4,0,4,0
5.0,-59.0,Barama River Carib,Sc3,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,1,0,3,0,2,0,5,0,10,2,2,4,0,2,0
5.0,-54.0,Ndyuka,Sc18,Clans,Only second cousins,Only second cousins,Second cousins preferred,Second cousin,Large extended,"Polygyny, sororal separate quarters",Avunculocal,Same,Matrilocal,Matrilocal,Clans,Bride-service,Insignificant,Wife to husband,Husband to wife,1,6,3,8,5,0,6,3,1,6,6,0,0,4,4,1
5.0,-7.0,Bakwe,Af46,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,5,2,7,4,7,4,6,1,8,8,0,4,1,2,3
5.0,6.0,Isoko,Af25,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,3,6,1,8,8,2,0,1,2,3
5.0,8.0,Efik,Af19,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,4,6,1,8,8,2,4,1,2,3
5.0,8.0,Ibibio,Af20,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,7,4,6,1,8,8,2,0,1,2,3
5.0,10.0,Bamileke,Ae5,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,5,2,7,4,6,4,6,1,8,8,2,4,1,2,3
5.0,27.0,Azande,Ai3,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Neolocal,Same,Virilocal,Virilocal,No exogamous clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,0,4,1,7,4,6,4,5,1,11,11,2,0,1,0,3
5.0,32.0,Bari,Aj8,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Neolocal,Different,Uxorilocal,Patrilocal,Clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,1,5,2,7,4,6,4,5,0,10,8,0,0,1,0,3
5.0,101.0,Semang,Ej3,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,3,4,1,7,4,2,0,6,0,10,11,2,4,4,2,3
5.0,103.0,Malays,Ej8,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,Neolocal,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,0,4,7,4,7,0,5,0,10,11,2,4,1,0,3
5.09,119.97,Badjau Tawi-Tawi,Ia13,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,0,0,4,7,4,3,1,6,1,2,2,2,4,1,2,0
5.31,162.98,Kosraeans,If11,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,Ambi/neo-local,Wife to husband,0,1,0,7,4,2,0,5,1,11,11,2,4,4,0,3
5.95,-56.98,Lokono,Sc10,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Bride-service,No alternate,Husband to wife,0,1,0,4,3,2,0,6,1,6,6,2,4,0,2,1
6.0,-68.0,Piapoco,Sc17,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,3,1,0,3,0,7,4,6,0,10,11,2,4,4,2,3
6.0,-66.0,Panare,Sc13,Demes,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,2,1,0,3,0,6,5,10,1,0,0,2,4,4,4,0
6.0,-63.0,Camaracoto,Sc11,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Wife to husband,0,1,0,7,4,5,3,5,1,11,11,2,4,0,0,3
6.0,-9.0,Sapo,Af49,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans with barrios,No alternate,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,6,4,6,1,8,8,1,4,1,2,3
6.0,-8.0,Krahn,Af47,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans with barrios,No alternate,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,6,4,6,1,8,8,1,4,1,2,3
6.0,-7.0,Bete,Af7,Clans,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans with barrios,No alternate,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,7,4,6,1,8,8,1,4,1,2,3
6.0,-1.0,Fante,Af42,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,"Polygyny, non-sororal cohabit",Neolocal,Different,Separate,Avuncu-virilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,1,0,4,3,7,3,5,0,9,4,2,4,1,0,3
6.0,0.0,Ga,Af43,"Segmented, no exogamy",Any first cousins,Quadrilateral,All: matri,MoBrDa,Large extended,"Polygyny, non-sororal cohabit",Patrilocal,Same,Separate,Separate,No exogamous clans,No alternate,Bride-wealth,Wife to husband,Separate,5,0,4,2,3,0,3,7,1,9,9,2,4,1,4,2
6.0,5.0,Itsekiri,Af22,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Token bride-wealth,Ambi/neo-local,Wife to husband,5,5,2,7,4,5,3,5,1,8,8,2,4,5,0,3
6.0,6.0,Edo,Af24,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Minimal extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Token bride-wealth,Bride-service,No alternate,Wife to husband,5,4,1,7,4,1,3,6,1,8,8,2,5,0,2,3
6.0,7.0,Igbo,Af10,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,4,6,1,8,8,2,4,1,2,3
6.0,8.0,Afikpo,Af23,"Segmented, no exogamy",Trilateral,Trilateral,Tri: patrilateral,FaSiDa,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,10,6,12,2,7,4,6,1,8,8,2,0,1,2,3
6.0,8.0,Ekoi,Af18,"Segmented, no exogamy",Any first cousins,Quadrilateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,5,0,4,7,4,6,4,6,1,8,8,2,4,0,2,3
6.0,8.0,Yako,Af4,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: patri,FaSiDa,Small extended,"Polygyny, non-sororal separate quarters",Avunculocal,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,1,0,5,2,7,4,3,0,10,8,2,4,1,2,3
6.0,9.0,Boki,Af17,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,4,6,1,8,8,2,4,1,2,3
6.0,10.0,Fut,Ae9,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,7,4,6,1,8,8,2,4,1,2,3
6.0,10.0,Kom,Ae54,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",Virilocal,Different,Virilocal,Avunculocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,7,4,10,0,11,5,2,0,1,2,3
6.0,11.0,Nsaw,Ae56,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Wife to husband,5,4,1,7,4,7,4,5,1,8,8,2,4,0,0,3
6.0,12.0,Bafute,Ah8,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",Avunculocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,7,4,3,1,8,8,2,4,1,2,3
6.0,16.0,Gbaya,Ai7,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,5,2,7,4,6,4,6,1,8,8,0,4,1,2,3
6.0,37.0,Konso,Ca1,"Segmented, no exogamy",Cross-cousin,Duolateral,None preferred,None preferred,Minimal extended,Limited polygyny,Patrilocal,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,5,1,0,7,4,1,0,7,1,7,7,2,4,4,4,0
6.0,117.0,Kadazan-Dusun,Ib5,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,2,5,2,7,4,2,0,9,1,1,1,2,4,1,1,0
6.28,169.49,Marshallese - Jaluit atoll,If17,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Large extended,Limited polygyny,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,3,1,0,3,0,0,0,6,1,6,6,2,4,4,2,1
6.88,158.22,Ponapeans,If5,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Husband to wife,0,1,0,3,0,2,0,3,1,6,6,2,4,4,4,1
6.89,152.74,Nomoians,If10,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Large extended,Monogamous,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,5,1,0,3,0,0,1,6,1,6,6,2,4,4,2,1
7.0,-72.0,U'wa,Sf4,Demes,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,Bride-service,Token bride-wealth,Husband to wife,Ambi/neo-local,2,4,1,7,4,5,3,9,0,10,1,2,0,5,1,0
7.0,-68.0,Pumé,Sc2,Demes,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Minimal extended,Limited polygyny,Avunculocal,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Bride-service,Wife to husband,Husband to wife,2,1,0,3,0,1,0,3,1,10,10,2,4,0,4,1
7.0,-11.0,Gola,Af55,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Wife to husband,5,4,1,7,4,7,3,9,1,8,8,2,4,1,1,3
7.0,-9.0,Kpelle,Af15,"Segmented, no exogamy",Matrilateral cross only,Unilateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Wife to husband,5,3,7,7,4,5,3,9,1,8,8,2,0,1,1,3
7.0,-8.0,Ngere,Af56,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Avunculocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,6,4,3,1,8,8,2,4,1,2,3
7.0,-4.0,Anyi,Af39,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: patri,FaSiDa,Small extended,"Polygyny, non-sororal cohabit",Avunculocal,Different,Separate,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,1,0,5,2,7,3,3,0,9,11,2,4,1,2,3
7.0,-3.0,Kulango,Ag35,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Avuncu-virilocal,Avuncu-virilocal,No exogamous clans,Bride-service,Token bride-wealth,No alternate,Wife to husband,0,1,0,7,4,0,3,6,1,4,4,2,0,5,2,3
7.0,-2.0,Ashanti,Af3,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,"Polygyny, non-sororal separate quarters",Virilocal,Different,Separate,Avunculocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,1,0,4,3,7,4,10,0,9,5,2,4,1,2,3
7.0,1.0,Ewe,Af36,"Segmented, no exogamy",Cross-cousin,Duolateral,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Different,Separate,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,1,0,7,4,0,3,6,0,9,8,2,0,1,2,3
7.0,2.0,Fon,Af1,"Segmented, no exogamy",Trilateral,Trilateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Wife to husband,5,10,6,7,4,6,4,9,1,8,8,2,0,1,1,3
7.0,3.0,Egba,Af32,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,3,6,1,8,8,2,0,1,2,3
7.0,5.0,Ife,Af34,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,5,2,7,4,0,3,6,1,8,8,2,4,1,2,3
7.0,6.0,Kukuruku,Af26,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Avunculocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,0,3,3,1,11,11,2,4,1,2,3
7.0,8.0,Idoma,Af29,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,5,2,7,4,7,4,6,1,8,8,2,4,1,2,3
